,make_model,body_type,price,km,Fuel,Previous_Owners,hp_kW,Upholstery_type,Nr_of_Doors,Gearing_Type,Drive_chain,registration
2626,Audi A3,Sedans,17690,27155.0,Diesel,1.0,87.0,Cloth,5.0,Automatic,front,2017-06-01
2627,Audi A3,Sedans,16500,122584.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2628,Audi A3,Sedans,17640,67080.0,Diesel,1.0,110.0,Part/Full Leather,5.0,Automatic,front,2016-01-01
2629,Audi A3,Sedans,17900,42800.0,Diesel,1.0,81.0,Cloth,4.0,Automatic,front,2016-08-01
2630,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-03-01
2631,Audi A3,Sedans,17950,75000.0,Diesel,1.0,110.0,Cloth,5.0,Automatic,front,2016-03-01
2632,Audi A3,Sedans,17930,72288.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2633,Audi A3,Sedans,17930,20300.0,Benzine,1.0,81.0,Cloth,5.0,Automatic,front,2016-04-01
2634,Audi A3,Sedans,17900,106944.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-04-01
2635,Audi A3,Sedans,17900,70000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2017-01-01
2636,Audi A3,Sedans,18500,70000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-11-01
2637,Audi A3,Sedans,18500,158300.0,Diesel,1.0,135.0,Part/Full Leather,5.0,Automatic,4WD,2016-09-01
2638,Audi A3,Sedans,18000,70000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-03-01
2639,Audi A3,Sedans,18322,29477.0,Benzine,2.0,81.0,Cloth,5.0,Automatic,front,2016-04-01
2640,Audi A3,Sedans,18300,24666.0,Diesel,2.0,81.0,Cloth,5.0,Automatic,front,2016-10-01
2641,Audi A3,Sedans,18290,47400.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2642,Audi A3,Sedans,18280,91086.0,Diesel,1.0,110.0,Cloth,4.0,Automatic,front,2016-03-01
2643,Audi A3,Sedans,18229,52750.0,Benzine,2.0,92.0,Cloth,4.0,Automatic,front,2016-03-01
2644,Audi A3,Sedans,18222,43532.0,Diesel,1.0,81.0,Cloth,4.0,Automatic,front,2016-01-01
2645,Audi A3,Sedans,18200,58000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-11-01
2646,Audi A3,Sedans,18200,104000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-05-01
2647,Audi A3,Sedans,18150,95117.0,LPG/CNG,1.0,81.0,Cloth,5.0,Automatic,front,2016-05-01
2648,Audi A3,Sedans,18150,95117.0,LPG/CNG,1.0,81.0,Cloth,5.0,Automatic,front,2016-05-01
2649,Audi A3,Sedans,18150,95117.0,LPG/CNG,1.0,81.0,Cloth,5.0,Automatic,front,2016-05-01
2650,Audi A3,Sedans,18150,95117.0,LPG/CNG,1.0,81.0,Cloth,5.0,Automatic,front,2016-05-01
2651,Audi A3,Sedans,18000,80000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-10-01
2652,Audi A3,Sedans,18000,42500.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-09-01
2653,Audi A3,Sedans,18000,70000.0,Diesel,2.0,110.0,Cloth,4.0,Automatic,front,2016-02-01
2654,Audi A3,Compact,18000,30529.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2017-03-01
2655,Audi A3,Sedans,18000,120000.0,Diesel,2.0,110.0,Cloth,5.0,Automatic,front,2016-09-01
2656,Audi A3,Sedans,18000,80000.0,Diesel,2.0,81.0,Cloth,5.0,Automatic,front,2016-05-01
2657,Audi A3,Sedans,18000,68025.0,Diesel,2.0,81.0,Cloth,5.0,Automatic,front,2016-02-01
2658,Audi A3,Sedans,18460,121650.0,Diesel,1.0,110.0,Part/Full Leather,4.0,Automatic,front,2016-03-01
2659,Audi A3,Sedans,18460,61900.0,Benzine,1.0,110.0,Cloth,3.0,Automatic,front,2016-02-01
2660,Audi A3,Sedans,18500,144000.0,Diesel,1.0,110.0,Cloth,5.0,Automatic,front,2017-03-01
2661,Audi A3,Sedans,18500,62000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-05-01
2662,Audi A3,Sedans,18500,99500.0,Diesel,1.0,110.0,Cloth,5.0,Automatic,front,2016-01-01
2663,Audi A3,Station wagon,18500,56000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-11-01
2664,Audi A3,Sedans,18500,62015.0,Diesel,1.0,110.0,Cloth,4.0,Automatic,front,2016-10-01
2665,Audi A3,Station wagon,18500,105000.0,LPG/CNG,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2666,Audi A3,Station wagon,18500,92000.0,LPG/CNG,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2667,Audi A3,Compact,18500,40000.0,Diesel,1.0,81.0,Cloth,3.0,Automatic,front,2016-07-01
2668,Audi A3,Sedans,18450,58000.0,Diesel,1.0,81.0,Cloth,4.0,Automatic,front,2016-11-01
2669,Audi A3,Compact,18450,66045.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-01-01
2670,Audi A3,Sedans,18450,87750.0,Diesel,1.0,110.0,Cloth,5.0,Automatic,front,2016-02-01
2671,Audi A3,Compact,18450,122381.0,Diesel,1.0,82.0,Cloth,5.0,Automatic,front,2016-11-01
2672,Audi A3,Sedans,18415,94538.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-04-01
2673,Audi A3,Compact,18420,56993.0,Benzine,1.0,92.0,Part/Full Leather,5.0,Automatic,front,2016-04-01
2674,Audi A3,Sedans,18400,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2675,Audi A3,Sedans,18444,54067.0,Benzine,1.0,81.0,Cloth,4.0,Automatic,front,2016-05-01
2676,Audi A3,Sedans,18400,48000.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-02-01
2677,Audi A3,Sedans,18400,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2678,Audi A3,Sedans,18400,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2679,Audi A3,Sedans,18400,69717.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-04-01
2680,Audi A3,Sedans,18390,49000.0,Diesel,1.0,85.0,Part/Full Leather,5.0,Automatic,front,2017-01-01
2681,Audi A3,Sedans,18400,69717.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-04-01
2682,Audi A3,Sedans,18380,57193.0,Diesel,1.0,110.0,Part/Full Leather,2.0,Automatic,front,2016-01-01
2683,Audi A3,Sedans,18376,51957.0,Diesel,1.0,81.0,Part/Full Leather,4.0,Automatic,front,2016-05-01
2684,Audi A3,Sedans,18360,50000.0,Benzine,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2685,Audi A3,Sedans,18500,62851.0,Diesel,1.0,110.0,Cloth,5.0,Automatic,front,2016-01-01
2686,Audi A3,Sedans,18499,37500.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-12-01
2687,Audi A3,Sedans,18499,98000.0,LPG/CNG,1.0,81.0,Cloth,5.0,Automatic,front,2016-11-01
2688,Audi A3,Compact,18495,39660.0,Benzine,1.0,82.0,Part/Full Leather,5.0,Automatic,front,2016-01-01
2689,Audi A3,Station wagon,18490,16000.0,Benzine,1.0,92.0,Cloth,4.0,Automatic,front,2016-06-01
2690,Audi A3,Sedans,18490,36000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2017-06-01
2691,Audi A3,Station wagon,18490,50000.0,Benzine,1.0,81.0,Cloth,5.0,Automatic,front,2016-03-01
2692,Audi A3,Sedans,18490,120522.0,Diesel,2.0,135.0,Cloth,5.0,Automatic,4WD,2016-01-01
2693,Audi A3,Sedans,18490,54250.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-11-01
2694,Audi A3,Sedans,18339,46776.0,Benzine,1.0,81.0,Cloth,4.0,Automatic,front,2016-02-01
2695,Audi A3,Coupe,18000,23080.0,Diesel,1.0,81.0,Cloth,3.0,Automatic,front,2016-03-01
2696,Audi A3,Sedans,18000,81000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2017-04-01
2697,Audi A3,Sedans,18480,29140.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-04-01
2698,Audi A3,Compact,18000,45573.0,Diesel,1.0,85.0,Part/Full Leather,5.0,Automatic,front,2017-05-01
2699,Audi A3,Compact,18000,50134.0,Diesel,1.0,85.0,Part/Full Leather,5.0,Automatic,front,2017-05-01
2700,Audi A3,Sedans,18000,80000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-01-01
2701,Audi A3,Sedans,17999,40250.0,Benzine,2.0,110.0,Part/Full Leather,4.0,Automatic,front,2016-07-01
2702,Audi A3,Station wagon,17999,69734.0,Diesel,1.0,110.0,Cloth,4.0,Automatic,front,2016-05-01
2703,Audi A3,Sedans,17990,86800.0,Diesel,2.0,110.0,Cloth,4.0,Automatic,front,2016-03-01
2704,Audi A3,Compact,17990,31900.0,Benzine,1.0,110.0,Cloth,3.0,Automatic,front,2016-05-01
2705,Audi A3,Sedans,17990,97550.0,Diesel,1.0,110.0,Cloth,5.0,Automatic,front,2016-03-01
2706,Audi A3,Sedans,17990,60500.0,Diesel,2.0,110.0,Cloth,3.0,Automatic,front,2016-02-01
2707,Audi A3,Sedans,17990,94800.0,Diesel,1.0,110.0,Cloth,5.0,Automatic,front,2016-02-01
2708,Audi A3,Sedans,17990,85449.0,Diesel,1.0,81.0,Cloth,4.0,Automatic,front,2017-02-01
2709,Audi A3,Sedans,17980,30000.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-03-01
2710,Audi A3,Sedans,17980,34491.0,Benzine,1.0,92.0,Cloth,4.0,Automatic,front,2016-05-01
2711,Audi A3,Station wagon,17980,80650.0,Diesel,1.0,110.0,Cloth,5.0,Automatic,front,2016-05-01
2712,Audi A3,Compact,17969,78939.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2713,Audi A3,Sedans,17965,85325.0,Diesel,1.0,110.0,Part/Full Leather,2.0,Automatic,front,2016-03-01
2714,Audi A3,Sedans,17960,81791.0,Diesel,1.0,110.0,Part/Full Leather,4.0,Automatic,front,2016-01-01
2715,Audi A3,Sedans,17900,79000.0,Diesel,1.0,110.0,Part/Full Leather,5.0,Automatic,front,2016-04-01
2716,Audi A3,Station wagon,17900,100812.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2017-02-01
2717,Audi A3,Station wagon,17900,63700.0,Diesel,1.0,110.0,Cloth,4.0,Automatic,front,2016-10-01
2718,Audi A3,Sedans,17900,59512.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-02-01
2719,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2720,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2721,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2722,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2723,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2724,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2725,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2726,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2727,Audi A3,Compact,17950,120121.0,Diesel,1.0,82.0,Cloth,5.0,Automatic,front,2016-08-01
2728,Audi A3,Compact,17900,110812.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-02-01
2729,Audi A3,Station wagon,17900,27600.0,Benzine,3.0,92.0,Cloth,5.0,Automatic,front,2016-05-01
2730,Audi A3,Sedans,17490,83994.0,Diesel,2.0,110.0,Cloth,5.0,Automatic,front,2016-04-01
2731,Audi A3,Compact,17490,90000.0,Diesel,2.0,82.0,Cloth,5.0,Automatic,front,2016-03-01
2732,Audi A3,Sedans,17480,61765.0,Diesel,2.0,110.0,Cloth,4.0,Automatic,front,2016-06-01
2733,Audi A3,Sedans,17470,97000.0,Diesel,2.0,81.0,Cloth,5.0,Automatic,front,2016-02-01
2734,Audi A3,Sedans,17470,99000.0,Diesel,2.0,81.0,Cloth,5.0,Automatic,front,2016-02-01
2735,Audi A3,Sedans,17450,72000.0,Diesel,2.0,81.0,Cloth,5.0,Automatic,front,2016-09-01
2736,Audi A3,Sedans,17450,33000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-07-01
2737,Audi A3,Sedans,17444,80815.0,Diesel,1.0,110.0,Cloth,4.0,Automatic,front,2016-01-01
2738,Audi A3,Compact,17444,108435.0,Diesel,1.0,82.0,Cloth,5.0,Automatic,front,2016-06-01
2739,Audi A3,Sedans,17440,43250.0,Benzine,1.0,81.0,Cloth,3.0,Automatic,front,2016-04-01
2740,Audi A3,Sedans,17410,100600.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-02-01
2741,Audi A3,Sedans,17400,80049.0,Benzine,1.0,92.0,Cloth,3.0,Automatic,front,2016-04-01
2742,Audi A3,Sedans,17389,61109.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-02-01
2743,Audi A3,Sedans,17300,108300.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-04-01
2744,Audi A3,Sedans,17440,83954.0,Diesel,1.0,110.0,Cloth,4.0,Automatic,front,2016-04-01
2745,Audi A3,Sedans,17380,161205.0,Diesel,1.0,110.0,Part/Full Leather,4.0,Automatic,front,2016-04-01
2746,Audi A3,Sedans,17380,101614.0,Diesel,1.0,110.0,Cloth,4.0,Automatic,front,2016-04-01
2747,Audi A3,Sedans,17300,59000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-01-01
2748,Audi A3,Sedans,17250,56200.0,Diesel,1.0,81.0,Part/Full Leather,4.0,Automatic,front,2016-03-01
2749,Audi A3,Sedans,17900,68933.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-04-01
2750,Audi A3,Sedans,17900,35755.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2017-02-01
2751,Audi A3,Compact,17900,76000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2752,Audi A3,Sedans,17900,89325.0,Diesel,2.0,110.0,Part/Full Leather,4.0,Automatic,front,2016-03-01
2753,Audi A3,Compact,17900,76000.0,Diesel,2.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2754,Audi A3,Sedans,17900,47812.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-06-01
2755,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2756,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2757,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2758,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2759,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
2760,Audi A3,Sedans,17900,84000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-11-01
2761,Audi A3,Compact,17900,90527.0,Diesel,1.0,82.0,Cloth,5.0,Automatic,front,2016-09-01
2762,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-03-01
2763,Audi A3,Compact,17899,94836.0,Diesel,1.0,82.0,Cloth,5.0,Automatic,front,2016-07-01
2764,Audi A3,Sedans,17900,87999.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-03-01
2765,Audi A3,Sedans,17900,115137.0,Diesel,1.0,110.0,Cloth,5.0,Automatic,front,2016-10-01
2766,Audi A3,Compact,17894,75201.0,Benzine,1.0,112.0,Cloth,3.0,Automatic,front,2016-02-01
2767,Audi A3,Sedans,17200,73484.0,Diesel,2.0,110.0,Cloth,5.0,Automatic,front,2016-02-01
2768,Audi A3,Sedans,17895,94375.0,Diesel,1.0,110.0,Cloth,5.0,Automatic,front,2016-05-01
2769,Audi A3,Sedans,17890,96217.0,Diesel,1.0,110.0,Cloth,4.0,Automatic,front,2016-05-01
2770,Audi A3,Sedans,17890,43689.0,Benzine,1.0,81.0,Cloth,5.0,Automatic,front,2016-04-01
2771,Audi A3,Sedans,17890,44000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-02-01
2772,Audi A3,Sedans,17890,52213.0,Benzine,1.0,81.0,Cloth,5.0,Automatic,front,2016-12-01
2773,Audi A3,Sedans,17890,90089.0,Diesel,1.0,110.0,Cloth,4.0,Automatic,front,2016-04-01
2774,Audi A3,Sedans,17890,59147.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-04-01
2775,Audi A3,Sedans,17888,104146.0,Diesel,1.0,110.0,Cloth,4.0,Automatic,front,2016-02-01
2776,Audi A3,Sedans,17880,97100.0,Benzine,1.0,110.0,Cloth,2.0,Automatic,front,2016-04-01
2777,Audi A3,Station wagon,17880,80504.0,Diesel,1.0,110.0,Part/Full Leather,5.0,Automatic,front,2016-04-01
2778,Audi A3,Sedans,17880,62073.0,Benzine,1.0,92.0,Cloth,4.0,Automatic,front,2016-04-01
2779,Audi A3,Sedans,17800,122000.0,LPG/CNG,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2780,Audi A3,Sedans,17800,39000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-04-01
2781,Audi A3,Sedans,17800,103000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-11-01
2782,Audi A3,Sedans,17800,62250.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-10-01
2783,Audi A3,Station wagon,17790,123750.0,Diesel,1.0,110.0,Cloth,4.0,Automatic,front,2016-03-01
2784,Audi A3,Sedans,17789,92600.0,Diesel,1.0,81.0,Part/Full Leather,4.0,Automatic,front,2016-08-01
2785,Audi A3,Sedans,17740,86920.0,Diesel,1.0,110.0,Part/Full Leather,4.0,Automatic,front,2016-04-01
2786,Audi A3,Sedans,17690,27155.0,Diesel,1.0,87.0,Part/Full Leather,5.0,Automatic,front,2017-06-01
2787,Audi A3,Sedans,17600,57000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-02-01
2788,Audi A3,Sedans,17640,67080.0,Diesel,1.0,110.0,Part/Full Leather,5.0,Automatic,front,2016-01-01
2789,Audi A3,Sedans,17600,53522.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-01-01
2790,Audi A3,Station wagon,17600,37985.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-01-01
2791,Audi A3,Sedans,17580,86600.0,Diesel,1.0,110.0,Cloth,5.0,Automatic,front,2016-04-01
2792,Audi A3,Sedans,17550,60000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-02-01
2793,Audi A3,Station wagon,17500,31350.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-02-01
2794,Audi A3,Station wagon,17500,17000.0,Benzine,2.0,85.0,Cloth,4.0,Automatic,front,2016-12-01
2795,Audi A3,Station wagon,17500,45000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-05-01
2796,Audi A3,Sedans,17500,103282.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2017-06-01
2797,Audi A3,Sedans,17500,133000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-10-01
2798,Audi A3,Sedans,17500,48000.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2017-10-01
2799,Audi A3,Sedans,17500,80000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2017-02-01
2800,Audi A3,Sedans,17499,53454.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-09-01
2801,Audi A3,Sedans,17490,71900.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-01-01
2802,Audi A3,Sedans,17490,22978.0,Diesel,1.0,82.0,Cloth,5.0,Automatic,front,2017-02-01
2803,Audi A3,Sedans,17490,22978.0,Diesel,1.0,82.0,Cloth,5.0,Automatic,front,2017-02-01
2804,Audi A3,Sedans,17690,27155.0,Diesel,1.0,87.0,Cloth,5.0,Automatic,front,2017-06-01
2805,Audi A3,Sedans,17150,60000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2017-01-01
2806,Audi A3,Sedans,17000,89193.0,Diesel,1.0,110.0,Cloth,5.0,Automatic,front,2016-04-01
2807,Audi A3,Sedans,17000,99500.0,Diesel,1.0,110.0,Cloth,5.0,Automatic,front,2016-01-01
2808,Audi A3,Sedans,17000,122584.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2809,Audi A3,Sedans,17000,122584.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2810,Audi A3,Sedans,17000,122584.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2811,Audi A3,Sedans,17000,59999.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2017-01-01
2812,Audi A3,Sedans,17000,98000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-04-01
2813,Audi A3,Sedans,17000,171000.0,Diesel,1.0,110.0,Part/Full Leather,5.0,Automatic,front,2016-06-01
2814,Audi A3,Station wagon,17000,43000.0,Diesel,1.0,81.0,Cloth,4.0,Automatic,front,2016-02-01
2815,Audi A3,Sedans,16999,69789.0,Diesel,1.0,135.0,Cloth,2.0,Automatic,4WD,2016-03-01
2816,Audi A3,Sedans,16999,60000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-01-01
2817,Audi A3,Sedans,16999,136100.0,Diesel,1.0,135.0,Part/Full Leather,4.0,Automatic,4WD,2016-02-01
2818,Audi A3,Station wagon,16999,60000.0,Diesel,1.0,81.0,Cloth,4.0,Automatic,front,2017-01-01
2819,Audi A3,Sedans,16999,65000.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-01-01
2820,Audi A3,Sedans,16999,65000.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-01-01
2821,Audi A3,Sedans,16999,60000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2017-01-01
2822,Audi A3,Sedans,16999,115000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-12-01
2823,Audi A3,Sedans,16990,92295.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-09-01
2824,Audi A3,Sedans,16990,115000.0,Diesel,1.0,110.0,Cloth,5.0,Automatic,front,2016-05-01
2825,Audi A3,Sedans,16990,35000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2017-06-01
2826,Audi A3,Station wagon,16990,99313.0,Diesel,1.0,110.0,Cloth,4.0,Automatic,front,2016-05-01
2827,Audi A3,Compact,16990,36700.0,Benzine,1.0,85.0,Cloth,3.0,Automatic,front,2017-01-01
2828,Audi A3,Coupe,16990,29718.0,Diesel,1.0,81.0,Cloth,3.0,Automatic,front,2016-03-01
2829,Audi A3,Coupe,16990,29718.0,Diesel,1.0,81.0,Cloth,3.0,Automatic,front,2016-03-01
2830,Audi A3,Sedans,16990,63365.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-01-01
2831,Audi A3,Station wagon,16980,75500.0,Diesel,2.0,110.0,Cloth,4.0,Automatic,front,2016-02-01
2832,Audi A3,Station wagon,16980,144000.0,Diesel,1.0,110.0,Part/Full Leather,4.0,Automatic,front,2016-05-01
2833,Audi A3,Compact,16950,146503.0,Diesel,1.0,110.0,Cloth,4.0,Automatic,front,2016-02-01
2834,Audi A3,Sedans,16970,100000.0,Diesel,1.0,81.0,Cloth,4.0,Automatic,front,2016-11-01
2835,Audi A3,Station wagon,16950,88067.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-04-01
2836,Audi A3,Compact,16900,124136.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-05-01
2837,Audi A3,Sedans,16900,85100.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-05-01
2838,Audi A3,Sedans,16900,142000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-11-01
2839,Audi A3,Sedans,16900,80000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2840,Audi A3,Compact,16900,105231.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-08-01
2841,Audi A3,Sedans,16900,69054.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-01-01
2842,Audi A3,Sedans,16500,122584.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2843,Audi A3,Sedans,16500,122584.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2844,Audi A3,Sedans,16500,122584.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2845,Audi A3,Sedans,16500,122584.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2846,Audi A3,Sedans,16500,122584.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2847,Audi A3,Sedans,16500,122584.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2848,Audi A3,Sedans,16500,122584.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-06-01
2849,Audi A3,Sedans,16500,73601.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-01-01
2850,Audi A3,Sedans,16500,82770.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-09-01
2851,Audi A3,Sedans,16500,170231.0,Diesel,1.0,110.0,Part/Full Leather,5.0,Automatic,front,2016-11-01
2852,Audi A3,Sedans,16500,19000.0,Diesel,1.0,81.0,Part/Full Leather,3.0,Automatic,front,2017-04-01
2853,Audi A3,Sedans,16500,122584.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-06-01
2854,Audi A3,Sedans,16500,122584.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-06-01
2855,Audi A3,Sedans,16500,122584.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-06-01
2856,Audi A3,Sedans,16500,122584.0,Diesel,1.0,81.0,Part/Full Leather,5.0,Automatic,front,2016-06-01
2857,Audi A3,Sedans,16500,42000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2016-01-01
2858,Audi A3,Sedans,16499,129000.0,Diesel,1.0,81.0,Part/Full Leather,4.0,Automatic,front,2016-10-01
2859,Audi A3,Sedans,16900,112000.0,Diesel,1.0,110.0,Cloth,2.0,Automatic,front,2016-05-01
2860,Audi A3,Sedans,16900,99000.0,Diesel,1.0,81.0,Cloth,5.0,Automatic,front,2017-02-01
