,make_model,body_type,price,km,Fuel,Previous_Owners,hp_kW,Upholstery_type,Nr_of_Doors,Gearing_Type,Drive_chain,registration
0,Audi A1,Sedans,15770,56013.0,Diesel,2.0,66.0,Cloth,5.0,Automatic,front,2016-01-01
1,Audi A1,Sedans,14500,80000.0,Benzine,1.0,141.0,Cloth,3.0,Automatic,front,2017-03-01
2,Audi A1,Sedans,14640,83450.0,Diesel,1.0,85.0,Cloth,4.0,Automatic,front,2016-02-01
3,Audi A1,Sedans,14500,73000.0,Diesel,1.0,66.0,Cloth,3.0,Automatic,front,2016-08-01
4,Audi A1,Sedans,16790,16200.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2016-05-01
5,Audi A1,Sedans,15090,63668.0,Diesel,1.0,85.0,Part/Full Leather,4.0,Automatic,front,2016-02-01
6,Audi A1,Station wagon,16422,62111.0,Diesel,1.0,85.0,Part/Full Leather,4.0,Automatic,front,2016-03-01
7,Audi A1,Compact,14480,14986.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2016-02-01
8,Audi A1,Sedans,16700,57000.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2016-02-01
9,Audi A1,Sedans,17990,16103.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2017-06-01
10,Audi A1,Sedans,18500,11300.0,Diesel,1.0,85.0,Cloth,3.0,Automatic,front,2018-05-01
11,Audi A1,Sedans,17990,26415.0,Benzine,1.0,92.0,Cloth,4.0,Automatic,front,2016-05-01
12,Audi A1,Sedans,18380,31600.0,Benzine,1.0,92.0,Part/Full Leather,5.0,Automatic,front,2016-09-01
13,Audi A1,Sedans,18399,45764.0,Benzine,1.0,112.0,Part/Full Leather,3.0,Automatic,front,2016-06-01
14,Audi A1,Sedans,17990,34914.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2016-10-01
15,Audi A1,Sedans,18700,27000.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2016-04-01
16,Audi A1,Sedans,18900,9752.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-06-01
17,Audi A1,Sedans,18500,28408.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2017-11-01
18,Audi A1,Compact,18400,50280.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2016-07-01
19,Audi A1,Sedans,18500,13406.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-05-01
20,Audi A1,Sedans,18500,51160.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2017-06-01
21,Audi A1,Sedans,18500,15850.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-03-01
22,Audi A1,Sedans,18900,17000.0,Benzine,1.0,92.0,Cloth,3.0,Automatic,front,2016-12-01
23,Audi A1,Sedans,18850,9077.0,Diesel,1.0,85.0,Part/Full Leather,5.0,Automatic,front,2018-05-01
24,Audi A1,Sedans,18500,3000.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2018-09-01
25,Audi A1,Sedans,8999,115000.0,Benzine,1.0,70.0,Cloth,5.0,Manual,front,2016-05-01
26,Audi A1,Compact,11444,84029.0,Benzine,1.0,70.0,Cloth,2.0,Manual,front,2016-03-01
27,Audi A1,Sedans,11300,67800.0,Benzine,1.0,70.0,Cloth,5.0,Manual,front,2016-06-01
28,Audi A1,Sedans,18900,14556.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2018-04-01
29,Audi A1,Compact,11290,22000.0,Benzine,1.0,70.0,Cloth,4.0,Manual,front,2016-03-01
30,Audi A1,Compact,11290,38400.0,Diesel,1.0,66.0,Cloth,5.0,Manual,front,2016-06-01
31,Audi A1,Sedans,11440,83307.0,Diesel,1.0,66.0,Cloth,3.0,Manual,front,2016-05-01
32,Audi A1,Compact,11445,39668.0,Benzine,1.0,70.0,Cloth,3.0,Manual,front,2016-03-01
33,Audi A1,Sedans,11700,30353.0,Diesel,1.0,66.0,Cloth,5.0,Manual,front,2016-08-01
34,Audi A1,Sedans,11900,126000.0,Diesel,1.0,66.0,Cloth,5.0,Manual,front,2016-06-01
35,Audi A1,Compact,11949,57500.0,Benzine,1.0,70.0,Cloth,3.0,Manual,front,2016-01-01
36,Audi A1,Sedans,11890,73945.0,Benzine,1.0,70.0,Cloth,3.0,Manual,front,2016-04-01
37,Audi A1,Sedans,11600,96000.0,Diesel,1.0,66.0,Cloth,5.0,Manual,front,2017-07-01
38,Audi A1,Sedans,11900,43120.0,Benzine,2.0,60.0,Cloth,3.0,Manual,front,2016-10-01
39,Audi A1,Compact,11630,110715.0,Diesel,1.0,66.0,Cloth,5.0,Manual,front,2016-01-01
40,Audi A1,Compact,11880,31971.0,Benzine,1.0,60.0,Cloth,3.0,Manual,front,2016-04-01
41,Audi A1,Compact,11800,94800.0,Diesel,1.0,66.0,Cloth,4.0,Manual,front,2016-02-01
42,Audi A1,Compact,11850,85000.0,Diesel,1.0,66.0,Cloth,4.0,Manual,front,2016-02-01
43,Audi A1,Compact,11569,111265.0,Diesel,1.0,66.0,Cloth,5.0,Manual,front,2016-03-01
44,Audi A1,Sedans,11490,44120.0,Diesel,1.0,66.0,Cloth,2.0,Manual,front,2016-01-01
45,Audi A1,Sedans,11490,97976.0,Benzine,1.0,70.0,Cloth,3.0,Manual,front,2016-06-01
46,Audi A1,Sedans,11500,106000.0,Diesel,1.0,66.0,Cloth,5.0,Manual,front,2016-06-01
47,Audi A1,Sedans,11790,60000.0,Diesel,0.0,85.0,Cloth,5.0,Manual,front,2016-06-01
48,Audi A1,Compact,11490,58000.0,Benzine,2.0,60.0,Part/Full Leather,2.0,Manual,front,2016-04-01
49,Audi A1,Compact,11470,57454.0,Benzine,1.0,60.0,Cloth,3.0,Manual,front,2016-10-01
50,Audi A1,Compact,11480,94055.0,Diesel,1.0,66.0,Cloth,4.0,Manual,front,2016-10-01
51,Audi A1,Sedans,11180,56000.0,Benzine,1.0,70.0,Cloth,5.0,Manual,front,2016-06-01
52,Audi A1,Sedans,11450,27600.0,Benzine,1.0,70.0,Cloth,5.0,Manual,front,2016-03-01
53,Audi A1,Compact,11100,111670.0,Diesel,1.0,85.0,Cloth,5.0,Manual,front,2016-06-01
54,Audi A1,Compact,10900,30500.0,Diesel,1.0,66.0,Cloth,3.0,Manual,front,2016-03-01
55,Audi A1,Compact,10999,69500.0,Benzine,1.0,70.0,Cloth,2.0,Manual,front,2017-02-01
56,Audi A1,Compact,10900,43500.0,Benzine,1.0,60.0,Cloth,2.0,Manual,front,2016-11-01
57,Audi A1,Sedans,10950,45696.0,Benzine,1.0,70.0,Cloth,3.0,Manual,front,2016-04-01
58,Audi A1,Sedans,10800,34000.0,Diesel,2.0,66.0,Part/Full Leather,3.0,Manual,front,2016-12-01
59,Audi A1,Sedans,10600,55000.0,Benzine,2.0,70.0,Part/Full Leather,3.0,Manual,front,2016-06-01
60,Audi A1,Sedans,10800,99000.0,Diesel,1.0,66.0,Cloth,5.0,Manual,front,2016-01-01
61,Audi A1,Compact,9950,118500.0,Benzine,1.0,70.0,Cloth,3.0,Manual,front,2016-05-01
62,Audi A1,Sedans,10300,85000.0,Benzine,1.0,70.0,Cloth,5.0,Manual,front,2016-07-01
63,Audi A1,Sedans,10000,192000.0,Diesel,1.0,85.0,Cloth,5.0,Manual,front,2016-05-01
64,Audi A1,Compact,10490,130000.0,Diesel,1.0,66.0,Cloth,4.0,Manual,front,2016-02-01
65,Audi A1,Compact,18900,41294.0,Benzine,1.0,71.0,Cloth,5.0,Automatic,front,2016-11-01
66,Audi A1,Sedans,18900,64000.0,Diesel,1.0,85.0,Part/Full Leather,5.0,Automatic,front,2017-06-01
67,Audi A1,Sedans,18900,13135.0,Benzine,1.0,70.0,Part/Full Leather,5.0,Automatic,front,2018-01-01
68,Audi A1,Sedans,18900,4250.0,Benzine,1.0,70.0,Part/Full Leather,5.0,Automatic,front,2017-07-01
69,Audi A1,Sedans,18890,2949.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2018-09-01
70,Audi A1,Sedans,18890,17861.0,Benzine,1.0,71.0,Cloth,5.0,Automatic,front,2017-05-01
71,Audi A1,Compact,18890,22800.0,Benzine,1.0,92.0,Part/Full Leather,4.0,Automatic,front,2017-03-01
72,Audi A1,Sedans,18880,5108.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2017-05-01
73,Audi A1,Sedans,18880,11335.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2018-04-01
74,Audi A1,Compact,18880,6396.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2018-06-01
75,Audi A1,Compact,18880,47800.0,Diesel,1.0,85.0,Cloth,4.0,Automatic,front,2016-01-01
76,Audi A1,Compact,18880,7021.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2018-04-01
77,Audi A1,Compact,18880,30952.0,Benzine,1.0,92.0,Part/Full Leather,5.0,Automatic,front,2016-04-01
78,Audi A1,Sedans,18880,33991.0,Benzine,1.0,92.0,Part/Full Leather,4.0,Automatic,front,2016-04-01
79,Audi A1,Sedans,18870,35800.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2017-04-01
80,Audi A1,Sedans,18850,7672.0,Diesel,1.0,85.0,Part/Full Leather,5.0,Automatic,front,2018-05-01
81,Audi A1,Sedans,18500,13406.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-05-01
82,Audi A1,Compact,18870,8430.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2018-07-01
83,Audi A1,Compact,18497,40488.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2016-03-01
84,Audi A1,Compact,18490,24200.0,Diesel,2.0,66.0,Cloth,5.0,Automatic,front,2017-05-01
85,Audi A1,Compact,18490,26500.0,Diesel,2.0,66.0,Cloth,5.0,Automatic,front,2017-01-01
86,Audi A1,Compact,18490,58806.0,Benzine,1.0,71.0,Cloth,5.0,Automatic,front,2016-03-01
87,Audi A1,Sedans,18500,39000.0,Diesel,1.0,85.0,Cloth,3.0,Automatic,front,2016-03-01
88,Audi A1,Sedans,18490,16700.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2017-05-01
89,Audi A1,Sedans,18490,41900.0,Benzine,1.0,92.0,Part/Full Leather,3.0,Automatic,front,2016-04-01
90,Audi A1,Compact,18480,15093.0,Benzine,1.0,92.0,Cloth,4.0,Automatic,front,2016-07-01
91,Audi A1,Sedans,18480,5211.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2018-02-01
92,Audi A1,Compact,18470,12000.0,Benzine,2.0,70.0,Cloth,5.0,Automatic,front,2018-04-01
93,Audi A1,Compact,18444,50066.0,Benzine,1.0,92.0,Cloth,2.0,Automatic,front,2016-02-01
94,Audi A1,Compact,18400,51484.0,Benzine,1.0,71.0,Cloth,5.0,Automatic,front,2017-01-01
95,Audi A1,Sedans,18400,14770.0,Diesel,2.0,85.0,Cloth,5.0,Automatic,front,2018-05-01
96,Audi A1,Sedans,18900,12415.0,Diesel,2.0,85.0,Cloth,5.0,Automatic,front,2018-05-01
97,Audi A1,Sedans,18900,26064.0,Diesel,2.0,85.0,Cloth,5.0,Automatic,front,2018-05-01
98,Audi A1,Sedans,18900,16500.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-05-01
99,Audi A1,Sedans,18900,9000.0,Benzine,1.0,92.0,Part/Full Leather,5.0,Automatic,front,2016-06-01
100,Audi A1,Sedans,18900,12402.0,Diesel,1.0,85.0,Part/Full Leather,5.0,Automatic,front,2018-05-01
101,Audi A1,Sedans,18900,14702.0,Diesel,1.0,85.0,Part/Full Leather,5.0,Automatic,front,2018-05-01
102,Audi A1,Sedans,18900,14523.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-05-01
103,Audi A1,Sedans,18900,9082.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-05-01
104,Audi A1,Sedans,18900,9580.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-05-01
105,Audi A1,Sedans,18900,10013.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-06-01
106,Audi A1,Sedans,18900,10450.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-07-01
107,Audi A1,Sedans,18900,14878.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-05-01
108,Audi A1,Sedans,18900,10273.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-07-01
109,Audi A1,Compact,18900,47500.0,Benzine,1.0,71.0,Cloth,5.0,Automatic,front,2016-10-01
110,Audi A1,Sedans,18900,9466.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-05-01
111,Audi A1,Sedans,18900,18971.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-05-01
112,Audi A1,Compact,18900,31877.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2018-03-01
113,Audi A1,Sedans,18900,9878.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-06-01
114,Audi A1,Compact,18900,17535.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2018-05-01
115,Audi A1,Compact,18850,76264.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-10-01
116,Audi A1,Compact,18850,6695.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2018-05-01
117,Audi A1,Sedans,18850,21275.0,Benzine,1.0,92.0,Cloth,4.0,Automatic,front,2016-05-01
118,Audi A1,Sedans,18850,12261.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2018-06-01
119,Audi A1,Sedans,18840,3620.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2018-07-01
120,Audi A1,Sedans,18800,8330.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-04-01
121,Audi A1,Compact,18750,20306.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2018-09-01
122,Audi A1,Compact,18730,1.0,Benzine,1.0,85.0,Cloth,5.0,Automatic,front,2018-09-01
123,Audi A1,Sedans,18700,27000.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2016-04-01
124,Audi A1,Sedans,18690,31750.0,Benzine,1.0,92.0,Part/Full Leather,4.0,Automatic,front,2016-05-01
125,Audi A1,Sedans,18600,19800.0,Benzine,1.0,70.0,Part/Full Leather,5.0,Automatic,front,2017-06-01
126,Audi A1,Sedans,18500,52000.0,Diesel,1.0,85.0,Part/Full Leather,5.0,Automatic,front,2016-01-01
127,Audi A1,Sedans,18500,15500.0,Benzine,1.0,70.0,Cloth,4.0,Automatic,front,2018-02-01
128,Audi A1,Compact,18620,25977.0,Benzine,1.0,92.0,Cloth,4.0,Automatic,front,2016-06-01
129,Audi A1,Sedans,18500,9000.0,Benzine,1.0,70.0,Cloth,4.0,Automatic,front,2017-08-01
130,Audi A1,Sedans,18500,65000.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2017-11-01
131,Audi A1,Sedans,18500,14493.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-05-01
132,Audi A1,Sedans,18500,33500.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2017-10-01
133,Audi A1,Compact,18333,4800.0,Benzine,1.0,70.0,Cloth,4.0,Automatic,front,2018-08-01
134,Audi A1,Compact,18350,51000.0,Benzine,1.0,70.0,Cloth,3.0,Automatic,front,2016-09-01
135,Audi A1,Sedans,18349,7307.0,Benzine,1.0,70.0,Part/Full Leather,5.0,Automatic,front,2017-06-01
136,Audi A1,Compact,18333,4800.0,Benzine,1.0,70.0,Cloth,4.0,Automatic,front,2018-08-01
137,Audi A1,Compact,18333,5500.0,Benzine,1.0,70.0,Cloth,4.0,Automatic,front,2018-08-01
138,Audi A1,Sedans,18300,35500.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2018-05-01
139,Audi A1,Sedans,18300,18000.0,Benzine,2.0,92.0,Cloth,4.0,Automatic,front,2017-02-01
140,Audi A1,Sedans,18290,40000.0,Benzine,2.0,92.0,Cloth,5.0,Automatic,front,2017-11-01
141,Audi A1,Sedans,18250,14551.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-05-01
142,Audi A1,Sedans,18200,16500.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2018-01-01
143,Audi A1,Compact,18185,26700.0,Diesel,1.0,85.0,Cloth,3.0,Automatic,front,2016-03-01
144,Audi A1,Sedans,18150,8000.0,Benzine,2.0,70.0,Cloth,5.0,Automatic,front,2017-04-01
145,Audi A1,Compact,18000,15000.0,Diesel,1.0,85.0,Cloth,3.0,Automatic,front,2018-05-01
146,Audi A1,Compact,17998,14436.0,Benzine,2.0,92.0,Cloth,5.0,Automatic,front,2017-02-01
147,Audi A1,Compact,17998,72624.0,Benzine,2.0,92.0,Part/Full Leather,5.0,Automatic,front,2016-03-01
148,Audi A1,Sedans,17990,13960.0,Diesel,1.0,66.0,Cloth,4.0,Automatic,front,2016-08-01
149,Audi A1,Sedans,17990,40301.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-04-01
150,Audi A1,Sedans,17990,19990.0,Benzine,2.0,71.0,Cloth,5.0,Automatic,front,2017-06-01
151,Audi A1,Compact,17990,3087.0,Benzine,1.0,70.0,Cloth,4.0,Automatic,front,2018-09-01
152,Audi A1,Compact,17989,37626.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2016-02-01
153,Audi A1,Sedans,17980,22980.0,Benzine,1.0,70.0,Cloth,4.0,Automatic,front,2017-11-01
154,Audi A1,Compact,17980,57926.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2016-03-01
155,Audi A1,Compact,17970,3900.0,Benzine,2.0,92.0,Cloth,5.0,Automatic,front,2017-06-01
156,Audi A1,Sedans,17980,7924.0,Benzine,1.0,92.0,Cloth,4.0,Automatic,front,2016-04-01
157,Audi A1,Compact,17970,6257.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2017-11-01
158,Audi A1,Sedans,17950,29800.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2016-05-01
159,Audi A1,Compact,17950,35816.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2016-03-01
160,Audi A1,Sedans,17950,12960.0,Benzine,1.0,92.0,Part/Full Leather,2.0,Automatic,front,2018-02-01
161,Audi A1,Compact,17950,8600.0,Benzine,1.0,70.0,Cloth,4.0,Automatic,front,2018-08-01
162,Audi A1,Sedans,17950,14300.0,Diesel,2.0,70.0,Part/Full Leather,5.0,Automatic,front,2017-07-01
163,Audi A1,Sedans,17944,9463.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2018-03-01
164,Audi A1,Compact,17940,20326.0,Benzine,1.0,92.0,Cloth,3.0,Automatic,front,2016-05-01
165,Audi A1,Compact,17950,70000.0,Benzine,2.0,70.0,Part/Full Leather,4.0,Automatic,front,2016-05-01
166,Audi A1,Sedans,17500,23664.0,Diesel,2.0,66.0,Cloth,5.0,Automatic,front,2018-01-01
167,Audi A1,Sedans,17500,51900.0,Diesel,1.0,66.0,Part/Full Leather,5.0,Automatic,front,2016-02-01
168,Audi A1,Sedans,17500,15000.0,Benzine,2.0,70.0,Part/Full Leather,5.0,Automatic,front,2017-07-01
169,Audi A1,Sedans,17500,33000.0,Benzine,1.0,92.0,Part/Full Leather,5.0,Automatic,front,2016-11-01
170,Audi A1,Sedans,17450,12000.0,Diesel,1.0,66.0,Part/Full Leather,4.0,Automatic,front,2016-04-01
171,Audi A1,Sedans,17500,42000.0,Diesel,2.0,66.0,Cloth,5.0,Automatic,front,2017-04-01
172,Audi A1,Sedans,17930,25976.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2017-09-01
173,Audi A1,Sedans,17500,26299.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2017-02-01
174,Audi A1,Sedans,17495,40000.0,Benzine,2.0,70.0,Cloth,4.0,Automatic,front,2017-07-01
175,Audi A1,Sedans,17490,36530.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2017-03-01
176,Audi A1,Sedans,17490,29159.0,Diesel,1.0,67.0,Cloth,5.0,Automatic,front,2017-01-01
177,Audi A1,Sedans,17490,55000.0,Benzine,2.0,141.0,Cloth,3.0,Automatic,front,2016-05-01
178,Audi A1,Sedans,17449,40133.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2016-02-01
179,Audi A1,Compact,17445,38562.0,Benzine,2.0,92.0,Cloth,5.0,Automatic,front,2017-02-01
180,Audi A1,Compact,17444,7300.0,Benzine,1.0,70.0,Cloth,4.0,Automatic,front,2018-08-01
181,Audi A1,Station wagon,17440,10457.0,Benzine,2.0,92.0,Cloth,5.0,Automatic,front,2017-10-01
182,Audi A1,Compact,17420,27058.0,Benzine,1.0,70.0,Part/Full Leather,4.0,Automatic,front,2016-07-01
183,Audi A1,Compact,17450,38344.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2016-11-01
184,Audi A1,Sedans,17445,45276.0,Benzine,1.0,110.0,Part/Full Leather,4.0,Automatic,front,2016-01-01
185,Audi A1,Compact,17370,16607.0,Benzine,1.0,70.0,Cloth,4.0,Automatic,front,2018-04-01
186,Audi A1,Compact,17350,26462.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2016-05-01
187,Audi A1,Compact,17900,62000.0,Diesel,1.0,66.0,Cloth,3.0,Automatic,front,2017-06-01
188,Audi A1,Compact,17930,40257.0,Diesel,1.0,85.0,Part/Full Leather,5.0,Automatic,front,2017-06-01
189,Audi A1,Compact,17920,36709.0,Diesel,1.0,85.0,Cloth,4.0,Automatic,front,2016-06-01
190,Audi A1,Sedans,17900,25330.0,Benzine,1.0,70.0,Part/Full Leather,5.0,Automatic,front,2017-03-01
191,Audi A1,Compact,17900,11300.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2016-11-01
192,Audi A1,Compact,17900,10170.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2018-07-01
193,Audi A1,Sedans,17900,12260.0,Diesel,1.0,85.0,Part/Full Leather,5.0,Automatic,front,2018-05-01
194,Audi A1,Compact,17900,44604.0,Benzine,1.0,70.0,Cloth,3.0,Automatic,front,2016-04-01
195,Audi A1,Sedans,17900,25751.0,Benzine,1.0,71.0,Part/Full Leather,5.0,Automatic,front,2017-02-01
196,Audi A1,Sedans,17900,13000.0,Benzine,1.0,70.0,Part/Full Leather,5.0,Automatic,front,2017-07-01
197,Audi A1,Sedans,17900,63136.0,Benzine,1.0,70.0,Part/Full Leather,5.0,Automatic,front,2016-07-01
198,Audi A1,Sedans,17900,21900.0,Diesel,1.0,85.0,Cloth,3.0,Automatic,front,2017-06-01
199,Audi A1,Sedans,17900,23357.0,Benzine,1.0,70.0,Part/Full Leather,5.0,Automatic,front,2016-09-01
200,Audi A1,Compact,17900,40000.0,Benzine,2.0,110.0,Part/Full Leather,4.0,Automatic,front,2016-04-01
201,Audi A1,Sedans,17900,63136.0,Benzine,2.0,70.0,Part/Full Leather,5.0,Automatic,front,2016-07-01
202,Audi A1,Sedans,17890,27950.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-03-01
203,Audi A1,Sedans,16900,3150.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2016-03-01
204,Audi A1,Compact,17900,4810.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2018-06-01
205,Audi A1,Sedans,16900,32700.0,Diesel,1.0,66.0,Cloth,3.0,Automatic,front,2017-11-01
206,Audi A1,Compact,16900,67790.0,Diesel,2.0,66.0,Part/Full Leather,3.0,Automatic,front,2016-04-01
207,Audi A1,Sedans,17890,63500.0,Diesel,2.0,85.0,Cloth,5.0,Automatic,front,2017-02-01
208,Audi A1,Sedans,17900,37702.0,Benzine,2.0,93.0,Cloth,3.0,Automatic,front,2017-06-01
209,Audi A1,Sedans,17900,40164.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2017-11-01
210,Audi A1,Sedans,16900,47750.0,Benzine,2.0,71.0,Cloth,5.0,Automatic,front,2016-06-01
211,Audi A1,Compact,16890,39600.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-03-01
212,Audi A1,Sedans,16890,29200.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2016-02-01
213,Audi A1,Sedans,16880,32103.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2016-02-01
214,Audi A1,Compact,16880,19700.0,Benzine,1.0,70.0,Cloth,4.0,Automatic,front,2017-06-01
215,Audi A1,Compact,16880,6680.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2017-12-01
216,Audi A1,Sedans,16880,49100.0,Benzine,1.0,92.0,Part/Full Leather,3.0,Automatic,front,2016-05-01
217,Audi A1,Compact,16879,30348.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-04-01
218,Audi A1,Compact,16870,7680.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2017-06-01
219,Audi A1,Sedans,16850,36400.0,Diesel,1.0,66.0,Part/Full Leather,3.0,Automatic,front,2016-06-01
220,Audi A1,Sedans,16840,49800.0,Benzine,2.0,92.0,Cloth,4.0,Automatic,front,2016-05-01
221,Audi A1,Compact,16830,50200.0,Benzine,1.0,92.0,Cloth,2.0,Automatic,front,2016-02-01
222,Audi A1,Sedans,16876,47500.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-05-01
223,Audi A1,Compact,16820,24762.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2017-01-01
224,Audi A1,Sedans,16800,36236.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2016-01-01
225,Audi A1,Compact,16790,38831.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-04-01
226,Audi A1,Sedans,16780,18556.0,Diesel,1.0,66.0,Cloth,5.0,Automatic,front,2017-10-01
227,Audi A1,Compact,16530,36625.0,Diesel,1.0,85.0,Part/Full Leather,5.0,Automatic,front,2016-04-01
228,Audi A1,Sedans,16500,25000.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-08-01
229,Audi A1,Sedans,16500,36041.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2017-04-01
230,Audi A1,Sedans,16500,36500.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2016-05-01
231,Audi A1,Sedans,16500,25000.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-08-01
232,Audi A1,Sedans,16500,66000.0,Diesel,1.0,85.0,Cloth,5.0,Automatic,front,2016-03-01
233,Audi A1,Sedans,16490,90000.0,Diesel,1.0,67.0,Cloth,5.0,Automatic,front,2016-01-01
234,Audi A1,Sedans,16490,14000.0,Benzine,1.0,70.0,Cloth,2.0,Automatic,front,2016-11-01
235,Audi A1,Sedans,16490,16081.0,Benzine,1.0,70.0,Cloth,3.0,Automatic,front,2016-03-01
236,Audi A1,Sedans,16480,32863.0,Benzine,1.0,92.0,Cloth,5.0,Automatic,front,2016-03-01
237,Audi A1,Sedans,16480,54889.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2016-05-01
238,Audi A1,Sedans,16450,18392.0,Benzine,1.0,70.0,Cloth,5.0,Automatic,front,2016-03-01
239,Audi A1,Compact,16480,40800.0,Benzine,1.0,92.0,Cloth,4.0,Automatic,front,2016-05-01
240,Audi A1,Compact,16480,60490.0,Diesel,1.0,66.0,Part/Full Leather,5.0,Automatic,front,2016-02-01
241,Audi A1,Compact,16444,33142.0,Benzine,2.0,70.0,Part/Full Leather,4.0,Automatic,front,2016-12-01
242,Audi A1,Compact,16430,40500.0,Benzine,2.0,92.0,Cloth,3.0,Automatic,front,2016-05-01
